Hospital Name,City,State,ZIP Code,County Name,Phone Number,MortalityRanked,PatientRanked,PSIRanked,SpendingRanked,Latitude,Longitude
GEORGIANA MEDICAL CENTER,GEORGIANA,AL,36033,BUTLER,3343762205,5.73959979898,7.48067758716,6.2928999691,8.0857107736,31.655458000000003,-86.76737
L V STABLER MEMORIAL HOSPITAL,GREENVILLE,AL,36037,BUTLER,3343822200,6.15434751912,6.55331695484,6.57171967402,7.12523342525,31.800699999999999,-86.605909999999994
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,ANNISTON,AL,36207,CALHOUN,2562355121,4.47376347385,4.83321255618,4.34421669182,5.73710156683,33.651672999999995,-85.758949999999999
RMC JACKSONVILLE,JACKSONVILLE,AL,36265,CALHOUN,2567824538,5.25276024783,5.13236114725,6.28192334399,7.57000312353,33.824496000000003,-85.77037
STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,AL,36201,CALHOUN,2562358900,6.54003176625,4.48919167645,6.15256029244,5.80939071779,33.658803000000006,-85.851780000000005
CHEROKEE MEDICAL CENTER,CENTRE,AL,35960,CHEROKEE,2569275531,4.94911749268,6.34391294109,6.27754612101,7.86906852056,34.141067,-85.60472
ST VINCENT'S CHILTON,CLANTON,AL,35045,CHILTON,2054927008,5.69118404594,4.17508565582,6.32627180298,6.10935691439,32.834501000000003,-86.643550000000005
CHOCTAW GENERAL HOSPITAL,BUTLER,AL,36904,CHOCTAW,2054599100,5.6327804056,4.17508565582,6.32627180298,7.44141401076,32.097363000000001,-88.226469999999992
GROVE HILL MEMORIAL HOSPITAL,GROVE HILL,AL,36451,CLARKE,2512753191,5.6036498596,5.80544547716,6.29151026794,7.8539801308,31.704735999999997,-87.777730000000005
JACKSON MEDICAL CENTER,JACKSON,AL,36545,CLARKE,2512469021,5.09862430752,6.47852980707,6.27131596315,8.16227872166,31.508230999999999,-87.883459999999999
CLAY COUNTY HOSPITAL,ASHLAND,AL,36251,CLAY,2563542131,4.83178753475,5.71570089984,6.3115300209,8.43071693956,33.243963999999998,-85.845030000000008
MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,36330,COFFEE,3343470584,4.29059895061,4.71355311975,6.74225681843,6.86422680234,31.325790000000001,-85.841169999999991
HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,AL,35660,COLBERT,2563864556,4.82797227157,5.40159487921,6.58831552557,5.92987263606,34.759737999999999,-87.693169999999995
SHOALS HOSPITAL,MUSCLE SHOALS,AL,35661,COLBERT,2563861601,5.22755722323,5.37168002011,6.20713459552,6.07264933929,34.759946999999997,-87.627049999999997
EVERGREEN MEDICAL CENTER,EVERGREEN,AL,36401,CONECUH,2515782480,6.11675209526,5.55116917475,6.31592067094,8.32960220815,31.461019,-86.962710000000001
ANDALUSIA REGIONAL HOSPITAL,ANDALUSIA,AL,36420,COVINGTON,3342228466,7.11978943336,4.6985956902,6.56953106253,7.36709806118,31.279042999999998,-86.486990000000006
MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,3.5713060623,5.92510491359,6.6100203751,6.83742802049,31.280047999999997,-86.254840000000002
CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,5.59170008474,6.92725269368,6.27908351988,7.88122931231,31.737407000000001,-86.269459999999995
CULLMAN REGIONAL MEDICAL CENTER,CULLMAN,AL,35058,CULLMAN,2567372000,4.27667191002,5.16227600636,5.97220796399,6.94394754827,34.223731999999998,-86.756200000000007
DALE MEDICAL CENTER,OZARK,AL,36360,DALE,3347742601,5.82180474977,5.95501977269,6.22687909366,5.86884347746,31.447119000000001,-85.629080000000002
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,36701,DALLAS,3344184100,5.83679296674,3.93576678297,7.40154581898,7.71030262836,32.429065999999999,-87.038089999999997
DEKALB REGIONAL MEDICAL CENTER,FORT PAYNE,AL,35968,DE KALB,2568453150,2.58213417312,4.47423424689,6.85450707646,7.34345207722,34.460537000000002,-85.767440000000008
COMMUNITY HOSPITAL INC,TALLASSEE,AL,36078,ELMORE,3342836541,6.87822948682,5.79048804761,6.34056604757,7.37227765766,32.553035999999999,-85.913600000000002
ELMORE COMMUNITY HOSPITAL,WETUMPKA,AL,36092,ELMORE,3345674311,5.98301957456,6.10459406823,6.28628042637,8.17601591234,32.592889,-86.21902
ATMORE COMMUNITY HOSPITAL,ATMORE,AL,36502,ESCAMBIA,2513682500,6.23035123503,5.85031776582,6.40308917275,7.84902573416,31.090528000000003,-87.497150000000005
D W MCMILLAN MEMORIAL HOSPITAL,BREWTON,AL,36426,ESCAMBIA,2518678061,3.57492117929,4.77338283796,6.62052705296,7.74610940407,31.129008000000002,-87.101730000000003
GADSDEN REGIONAL MEDICAL CENTER,GADSDEN,AL,35903,ETOWAH,2564944000,5.53321130855,4.48919167645,5.81402371879,5.32746304471,33.996697999999995,-85.924959999999999
RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,AL,35901,ETOWAH,2565435200,7.15575280226,4.05542621939,6.75992012159,5.3650714192,34.016746999999995,-85.992819999999995
FAYETTE MEDICAL CENTER,FAYETTE,AL,35555,FAYETTE,2059325966,5.75366323778,7.25631614385,6.42818435604,8.33343060555,33.681767999999998,-87.830259999999996
RED BAY HOSPITAL,RED BAY,AL,35582,FRANKLIN,2563569532,5.67171616582,6.80759325725,6.32627180298,7.08627385168,34.448328000000004,-88.120409999999993
RUSSELLVILLE HOSPITAL,RUSSELLVILLE,AL,35653,FRANKLIN,2563321611,4.80528551169,5.40159487921,6.84804194497,6.77144446525,34.519453000000006,-87.78076999999999
WIREGRASS MEDICAL CENTER,GENEVA,AL,36340,GENEVA,3346843655,5.28053169815,5.68578604073,6.69232156608,8.38545177027,31.043453999999997,-85.879409999999993
GREENE COUNTY HOSPITAL,EUTAW,AL,35462,GREENE,2053723388,5.65155771818,4.17508565582,6.2690736434,8.10079916336,32.931142999999999,-87.938369999999992
HALE COUNTY HOSPITAL,GREENSBORO,AL,36744,HALE,3346243024,5.79932966687,6.32895551153,6.27678077834,7.42069562482,32.703528999999996,-87.601770000000002
FLOWERS HOSPITAL,DOTHAN,AL,36305,HOUSTON,3347935000,4.23551390087,5.49133945653,6.62621341472,6.12286890522,31.214832000000001,-85.474019999999996
SOUTHEAST ALABAMA MEDICAL CENTER,DOTHAN,AL,36301,HOUSTON,3347938701,4.88124885013,4.57893625377,7.24755081786,5.23242870918,31.180076,-85.404499999999999
HIGHLANDS MEDICAL CENTER,SCOTTSBORO,AL,35768,JACKSON,2562594444,5.86310691921,5.19219086546,6.67132163742,6.61200297341,34.712327000000002,-86.08386999999999
BROOKWOOD BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35209,JEFFERSON,2058771000,5.48468950358,4.26483023314,6.58831552557,6.54219102077,33.468305999999998,-86.808140000000009
CALLAHAN EYE HOSPITAL,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,5.73773249993,4.17508565582,7.29292086833,6.10935691439,33.509622999999998,-86.799700000000001
CHILDREN'S HOSPITAL OF ALABAMA,BIRMINGHAM,AL,35233,JEFFERSON,2059399100,5.69118404594,4.17508565582,6.32627180298,6.10935691439,33.509622999999998,-86.799700000000001
GRANDVIEW MEDICAL CENTER,BIRMINGHAM,AL,35243,JEFFERSON,2055921000,3.13183114708,5.49133945653,6.014355519,6.41630430617,33.437666999999998,-86.745859999999993
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,35021,JEFFERSON,2054817000,6.13889298148,4.62380854243,5.74483405615,6.29672318729,33.544621999999997,-86.929208000000003
PRINCETON BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35211,JEFFERSON,2057833800,3.22193501164,5.13236114725,6.65545084735,5.22139391667,33.479306000000001,-86.85878000000001
ST VINCENT'S BIRMINGHAM,BIRMINGHAM,AL,35205,JEFFERSON,2059397000,4.77085455434,5.83536033627,5.69068941913,5.92401744003,33.497054999999996,-86.805700000000002
ST VINCENT'S EAST,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,5.87994193479,4.95287199261,6.32627180298,5.55514009026,33.609778999999996,-86.655069999999995
UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,6.61817677395,5.92510491359,6.11010391494,6.30910917888,33.509622999999998,-86.799700000000001
ELIZA COFFEE MEMORIAL HOSPITAL,FLORENCE,AL,35631,LAUDERDALE,2567688400,1.8154328397,4.13021336716,6.23282056963,5.96185101436,34.869964000000003,-87.706858999999994
LAWRENCE MEDICAL CENTER,MOULTON,AL,35650,LAWRENCE,2569742200,5.87037364961,4.71355311975,6.29908313224,7.57450712048,34.496476000000001,-87.278019999999998
EAST ALABAMA MEDICAL CENTER,OPELIKA,AL,36801,LEE,3347493411,3.38778629152,5.31185030189,6.45404488199,7.26260533206,32.660496999999999,-85.399169999999998
ATHENS LIMESTONE HOSPITAL,ATHENS,AL,35611,LIMESTONE,2562339292,5.3451940645,5.25202058368,5.48127420988,6.60772417631,34.784027999999999,-87.027670000000001
NORTH ALABAMA SPECIALITY HOSPITAL,ATHENS,AL,35611,LIMESTONE,2562339292,5.69118404594,4.17508565582,6.32627180298,6.10935691439,34.784027999999999,-87.027670000000001
CRESTWOOD MEDICAL CENTER,HUNTSVILLE,AL,35801,MADISON,2568823100,5.32843809642,4.66868083109,6.36100875306,7.3977252404,34.728790000000004,-86.573160000000001
HUNTSVILLE HOSPITAL,HUNTSVILLE,AL,35801,MADISON,2562651000,4.698515662,5.52125431564,5.48998166111,6.50773544414,34.728790000000004,-86.573160000000001
BRYAN W. WHITFIELD MEMORIAL HOSPITAL,DEMOPOLIS,AL,36732,MARENGO,3342894000,5.90233506642,4.84816998573,6.40592899686,7.7920501729,32.495484000000005,-87.845209999999994
MARION REGIONAL MEDICAL CENTER,HAMILTON,AL,35570,MARION,2059216200,6.36618529911,7.39093300984,6.26913406519,7.9717596509,34.149716999999995,-88.003839999999997
NORTHWEST MEDICAL CENTER,WINFIELD,AL,35594,MARION,2054877736,4.76016801729,5.95501977269,6.68225798134,8.4032425582,33.925453999999995,-87.789490000000001
MARSHALL MEDICAL CENTER SOUTH,BOAZ,AL,35957,MARSHALL,2565938310,2.75711072174,5.08748885859,6.31977423841,6.33928595841,34.203621000000005,-86.172799999999995
MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,36652,MOBILE,2514354700,3.88584855358,5.95501977269,5.22842244743,5.84835029136,30.658865000000002,-88.177975000000004
PROVIDENCE HOSPITAL,MOBILE,AL,36608,MOBILE,2516331000,1.63193739536,4.95287199261,5.45403740983,6.12422010431,30.690440000000002,-88.197009999999992
SPRINGHILL MEMORIAL HOSPITAL,MOBILE,AL,36608,MOBILE,2513449630,5.03340692375,5.41655230877,5.78269166411,6.15304568475,30.690440000000002,-88.197009999999992
UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,MOBILE,AL,36604,MOBILE,2514151000,5.69118404594,4.17508565582,6.32627180298,6.10935691439,30.681640000000002,-88.066760000000002
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,MOBILE,AL,36617,MOBILE,2514717110,3.89652677251,5.68578604073,6.42545194844,7.54095234324,30.717539000000002,-88.096090000000004
MONROE COUNTY HOSPITAL,MONROEVILLE,AL,36460,MONROE,2515753111,4.8113197044,6.37382780019,6.30505146235,7.98639764097,31.509039000000001,-87.324159999999992
BAPTIST MEDICAL CENTER EAST,MONTGOMERY,AL,36117,MONTGOMERY,3342448330,7.68599986372,5.47638202698,7.13591820479,7.39479764238,32.373714,-86.16443000000001
BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,4.88536791876,4.75842540841,7.23188814729,5.950591022,32.31324,-86.236719999999991
JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,4.70069350639,5.22210572457,5.15389552671,5.32746304471,32.354888000000003,-86.271609999999995
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,DECATUR,AL,35601,MORGAN,2563412000,3.94905110807,4.93791456305,6.11836827305,6.87458599532,34.595331999999999,-86.987859999999998
PICKENS COUNTY MEDICAL CENTER,CARROLLTON,AL,35447,PICKENS,2053678111,4.8480264309,7.16657156653,6.27488084873,8.41878134766,33.254196999999998,-88.168660000000003
TROY REGIONAL MEDICAL CENTER,TROY,AL,36081,PIKE,3346705000,5.28932208387,4.98278685171,6.27461902098,7.92063928558,31.852824999999999,-85.923140000000004
WEDOWEE HOSPITAL,WEDOWEE,AL,36278,RANDOLPH,2563572111,5.80635466044,6.49348723662,6.26703944315,7.35020807263,33.338853,-85.509
JACK HUGHSTON MEMORIAL HOSPITAL,PHENIX CITY,AL,36867,RUSSELL,3347323000,5.69042418688,6.71784867993,7.18325532019,5.1614907573,32.492303999999997,-85.01943
ST VINCENT'S ST CLAIR,PELL CITY,AL,35125,SAINT CLAIR,2053383301,6.53555043499,6.41870008885,5.44701505517,8.39310856507,33.606662999999998,-86.289119999999997
SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,35007,SHELBY,2056208100,4.16934516136,4.87808484484,6.66980437915,5.92424263987,33.232422,-86.808709999999991
HILL HOSPITAL OF SUMTER COUNTY,YORK,AL,36925,SUMTER,2053925263,5.69118404594,4.17508565582,6.27449146387,6.10935691439,32.487726000000002,-88.267899999999997
CITIZENS BAPTIST MEDICAL CENTER,TALLADEGA,AL,35161,TALLADEGA,2567614542,4.99034858454,4.7285105493,6.45404488199,7.54185314263,33.420206,-86.102781999999991
COOSA VALLEY MEDICAL CENTER,SYLACAUGA,AL,35150,TALLADEGA,2562495000,4.50654314512,4.65372340154,5.52659055209,5.80240952252,33.185782000000003,-86.251050000000006
LAKE MARTIN COMMUNITY HOSPITAL,DADEVILLE,AL,36853,TALLAPOOSA,2568257821,6.00563302146,5.20714829502,6.2582245754,8.60524682116,32.787440999999994,-85.799549999999996
RUSSELL HOSPITAL,ALEXANDER CITY,AL,35010,TALLAPOOSA,2563297100,4.80427997298,5.73065832939,6.9794861915,4.60975113159,32.903432000000002,-85.926690000000008
D C H REGIONAL MEDICAL CENTER,TUSCALOOSA,AL,35401,TUSCALOOSA,2057597111,4.21291917397,4.78834026752,6.10240349353,5.61234085146,33.193818,-87.568430000000006
WALKER BAPTIST MEDICAL CENTER,JASPER,AL,35502,WALKER,2053874000,5.76651267917,5.02765914037,6.84682008211,6.45931747699,33.901992999999997,-87.293887999999995
WASHINGTON COUNTY HOSPITAL,CHATOM,AL,36518,WASHINGTON,2518472223,5.69118404594,4.17508565582,6.32627180298,6.10935691439,31.463383,-88.267809999999997
J PAUL JONES HOSPITAL,CAMDEN,AL,36726,WILCOX,3346824131,5.4770373647,8.06401733974,6.26158134149,7.96905725273,32.008443999999997,-87.259109999999993
LAKELAND COMMUNITY HOSPITAL,HALEYVILLE,AL,35565,WINSTON,2054857117,6.26566865436,5.65587118162,6.31112049544,8.51516688227,34.225425000000001,-87.611800000000002
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,72160,ARKANSAS,8706733511,5.71441509471,7.54016761317,6.38382301378,8.12700684963,34.479852000000001,-91.538539999999998
"DEWITT HOSPITAL & NURSING HOME, INC",DE WITT,AR,72042,ARKANSAS,8709463571,5.45702663735,8.09359250665,6.32627180298,8.65622649063,34.283346999999999,-91.325149999999994
ASHLEY COUNTY MEDICAL CENTER,CROSSETT,AR,71635,ASHLEY,8703644111,5.36406927847,6.43331782621,6.32627180298,7.36222816817,33.125031999999997,-91.970369999999988
BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,72653,BAXTER,8705081000,4.12536276762,5.35638289835,5.25123670815,6.35986364814,36.329025999999999,-92.357810000000001
MERCY HOSPITAL NORTHWEST ARKANSAS,ROGERS,AR,72758,BENTON,4793388000,5.09613630445,4.99740458907,7.60572615152,6.48394876396,36.306615999999998,-94.14622
OZARKS COMMUNITY HOSPITAL OF GRAVETTE,GRAVETTE,AR,72736,BENTON,4797875291,6.24278161821,4.23457568184,6.32627180298,7.17598789451,36.412233000000001,-94.452259999999995
SILOAM SPRINGS REGIONAL HOSPITAL,SILOAM SPRINGS,AR,72761,BENTON,4795244141,5.59535053462,5.32646803925,6.42425190456,6.33621766418,36.179904999999998,-94.502080000000007
NORTH ARKANSAS REGIONAL MEDICAL CENTER,HARRISON,AR,72601,BOONE,8704144000,4.91554056639,5.92476522139,7.29187523569,6.75936817713,36.236984,-93.093450000000004
BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671,BRADLEY,8702263731,6.19519898104,5.95468008049,6.32627180298,7.93919017704,33.608004000000001,-92.081009999999992
"EUREKA SPRINGS HOSPITAL, LLC",EUREKA SPRINGS,AR,72632,CARROLL,4792537400,5.82529447611,4.23457568184,6.32627180298,7.30682900575,36.392122000000001,-93.747600000000006
MERCY HOSPITAL BERRYVILLE,BERRYVILLE,AR,72616,CARROLL,8704233355,5.06096503929,7.19614673344,6.32627180298,8.09683007011,36.350821000000003,-93.563240000000008
CHICOT MEMORIAL MEDICAL CENTER,LAKE VILLAGE,AR,71653,CHICOT,8702655351,5.32160993437,4.23457568184,5.64518677641,7.10414914324,33.351500999999999,-91.271330000000006
BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,ARKADELPHIA,AR,71923,CLARK,8702452622,5.48361665509,6.32861581933,6.32627180298,7.77456908845,34.111837000000001,-93.055850000000007
PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454,CLAY,8705983881,5.72237985143,5.64057405987,6.32627180298,7.22080266411,36.393324999999997,-90.202770000000001
BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,HEBER SPRINGS,AR,72543,CLEBURNE,5018873000,5.9814693857,7.22606159255,6.32627180298,6.55083311859,35.489515999999995,-92.023269999999997
MAGNOLIA HOSPITAL,MAGNOLIA,AR,71754,COLUMBIA,8702353000,3.42900854762,5.52091462344,6.10990418736,7.89324940821,33.242571000000005,-93.229959999999991
CHI ST VINCENT MORRILTON,MORRILTON,AR,72110,CONWAY,5019772300,5.75290948303,4.23457568184,6.32627180298,7.97409615336,35.156490999999995,-92.758580000000009
NEA BAPTIST MEMORIAL HOSPITAL,JONESBORO,AR,72401,CRAIGHEAD,8709727000,6.32029394266,5.55082948255,8.02273048927,6.24411092666,35.844794999999998,-90.684430000000006
ST BERNARDS MEDICAL CENTER,JONESBORO,AR,72401,CRAIGHEAD,8709724100,3.0356877925,5.40125518701,3.8276456367,4.73414595125,35.844794999999998,-90.684430000000006
SPARKS MEDICAL CENTER - VAN BUREN,VAN BUREN,AR,72956,CRAWFORD,4794743401,5.32998696921,5.59570177121,6.55003664347,7.90090620301,35.456536,-94.34581
CROSSRIDGE COMMUNITY HOSPITAL,WYNNE,AR,72396,CROSS,8702383300,5.92504452755,7.52521018362,6.32627180298,8.16371442473,35.229779000000001,-90.832369999999997
DALLAS COUNTY MEDICAL CENTER,FORDYCE,AR,71742,DALLAS,8703526300,5.28019383296,4.23457568184,6.32627180298,7.98423014649,33.834201,-92.434209999999993
DELTA MEMORIAL HOSPITAL,DUMAS,AR,71639,DESHA,8703824303,6.24489661326,5.74527606674,6.32627180298,8.30986912559,33.900515000000006,-91.500410000000002
MCGEHEE HOSPITAL,MCGEHEE,AR,71654,DESHA,8702225600,5.78635871589,6.68759412862,6.32627180298,7.4615413008,33.628723000000001,-91.382359999999991
DREW MEMORIAL HOSPITAL,MONTICELLO,AR,71655,DREW,8703672411,6.05226613299,4.77304314576,6.38639429661,7.74799550647,33.62086,-91.762720000000002
BAPTIST HEALTH MEDICAL CENTER-CONWAY,CONWAY,AR,72032,FAULKNER,5015852000,5.90316599656,4.23457568184,6.32627180298,6.19749455829,35.075466999999996,-92.434010000000001
CONWAY REGIONAL MEDICAL CENTER,CONWAY,AR,72034,FAULKNER,5013293831,5.02236592456,5.29655318014,6.08651424124,6.6071330804,35.074616999999996,-92.444426000000007
MERCY HOSPITAL TURNER MEMORIAL,OZARK,AR,72949,FRANKLIN,4796674138,5.77769705615,4.71321342755,6.32627180298,8.01102892831,35.549469000000002,-93.818190000000001
FULTON COUNTY HOSPITAL,SALEM,AR,72576,FULTON,8708952691,4.07478286336,6.76238127639,6.32627180298,7.80812386568,36.359510999999998,-91.833030000000008
CHI ST. VINCENT HOSPITAL HOT SPRINGS,HOT SPRINGS,AR,71903,GARLAND,5016221000,4.77736273906,4.59355399112,5.07305956413,7.08095355897,34.581373999999997,-93.099403000000009
LEVI HOSPITAL,HOT SPRINGS,AR,71901,GARLAND,5016241281,5.90316599656,4.23457568184,6.32627180298,6.19749455829,34.506487,-93.019409999999993
NATIONAL PARK MEDICAL CENTER,HOT SPRINGS,AR,71901,GARLAND,5013211000,3.89586586514,5.1469788846,5.53421208949,4.55308527407,34.506487,-93.019409999999993
ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,72450,GREENE,8702397000,4.245587496,5.17689374371,6.0991692494,5.66196932184,36.065711,-90.510199999999998
WADLEY REGIONAL MEDICAL CENTER AT HOPE,HOPE,AR,71801,HEMPSTEAD,8707223800,6.10833529988,5.05723430728,6.34448171522,7.27079703019,33.657969000000001,-93.594859999999997
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,MALVERN,AR,72104,HOT SPRING,5013321000,6.02028114908,7.09144472656,6.44317063824,7.78267628295,34.364092999999997,-92.814599999999999
HOWARD MEMORIAL HOSPITAL,NASHVILLE,AR,71852,HOWARD,8708454400,5.52602425942,6.91195557192,6.32627180298,7.63584598255,33.985613000000001,-93.852140000000006
WHITE RIVER MEDICAL CENTER,BATESVILLE,AR,72503,INDEPENDENCE,8702621200,5.14769634932,5.1170640255,6.55764978896,6.30536528511,35.734617,-91.534303000000008
"IZARD COUNTY MEDICAL CENTER, LLC",CALICO ROCK,AR,72519,IZARD,8702973726,5.79908247546,6.97178529014,6.32627180298,8.19389120426,36.132092,-92.166380000000004
JEFFERSON REGIONAL MEDICAL CENTER,PINE BLUFF,AR,71603,JEFFERSON,8705417100,4.30308017491,4.56363913201,5.78843341251,5.89122276632,34.189397999999997,-92.04495
